Date,Total_Orders,Average_Delivery_Time,Median_Delivery_Time,Average_Distance_KM,Average_Agent_Rating,Average_Pickup_Delay,Festival,Is_Monsoon,Dominant_Traffic,Dominant_Weather,Average_Demand_Pressure,Actual_Demand,Forecast_Demand,Actual_Demand_Capacity,Forecast_Demand_Capacity,Base_Agents_Required,Agents_With_Safety_Buffer,Recommended_Agents,Planned_Delivery_Capacity,Capacity_Surplus,Demand_Risk,Expected_Utilization_Percent,Actual_vs_Forecast,Actual_Capacity_Gap,Month,Delivery_Performance_Status,Forecast_Error,Forecast_Absolute_Error,Forecast_Error_Percent,Capacity_Gap,Utilization_Status,Operational_Risk_Score,Operational_Risk_Level,Recommended_Action
2024-02-03,871,68.97474167623422,66.0,8.727508610792192,4.618714121699196,11.555683122847302,None,False,Low,Stormy,0.876,,,,,,,,,,,,,,,Good,,,,,,4.0,Medium,Operations performing within expected range
2024-02-04,968,73.97520661157024,71.0,9.086188016528926,4.6155991735537185,11.890495867768594,None,False,Jam,Fog,0.974,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-05,987,75.43161094224924,73.0,9.461489361702128,4.613475177304965,12.055724417426545,None,False,Jam,Fog,0.993,,,,,,,,,,,,,,,Good,,,,,,7.0,High,Increase route optimization and dispatch monitoring
2024-02-06,906,70.51655629139073,68.0,8.542836644591612,4.6245033112582785,11.696467991169978,None,False,Jam,Windy,0.911,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-02-07,904,71.42477876106194,69.0,8.735962389380532,4.624115044247787,11.766592920353983,None,False,Jam,Stormy,0.909,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-08,854,71.01288056206089,67.0,9.04930913348946,4.631850117096018,11.668618266978923,None,False,Jam,Cloudy,0.859,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-09,1020,73.91568627450981,72.0,8.69663725490196,4.633627450980392,11.825490196078432,None,False,Jam,Fog,1.026,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-10,989,74.23559150657229,72.0,8.994165824064712,4.6173913043478265,11.543983822042467,None,False,Jam,Fog,0.995,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-11,964,73.57883817427386,71.5,9.090933609958507,4.618049792531121,11.868257261410788,None,False,Jam,Windy,0.97,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-02-12,857,71.11901983663944,70.0,8.776196032672113,4.600233372228705,11.772462077012836,None,False,Jam,Fog,0.862,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-13,932,71.8422746781116,70.0,8.69667381974249,4.612875536480686,11.63733905579399,None,False,Jam,Sunny,0.9379999999999998,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-02-14,979,74.28396322778345,72.0,8.964157303370786,4.620326864147089,11.626149131767109,None,False,Jam,Fog,0.985,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-15,931,72.1031149301826,70.0,8.763469387755102,4.625563909774436,11.711063372717508,None,False,Jam,Sandstorms,0.937,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-02-16,1038,74.30443159922929,72.0,8.72092485549133,4.619942196531792,11.513487475915221,None,False,Jam,Cloudy,1.044,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-17,950,73.01263157894736,71.0,8.834147368421053,4.620526315789474,11.598947368421053,None,False,Jam,Cloudy,0.956,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-18,974,73.53696098562628,72.0,8.878131416837782,4.6266940451745375,11.92299794661191,None,False,Jam,Cloudy,0.98,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-19,911,72.6860592755214,70.0,9.108649835345773,4.631284302963777,11.509330406147091,None,False,Jam,Fog,0.916,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-20,937,73.4503735325507,71.0,9.098473852721451,4.616648879402348,11.388473852721452,None,False,Jam,Fog,0.9430000000000001,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-21,1019,73.21393523061825,71.0,8.680883218842002,4.622374877330716,11.856722276741904,None,False,Jam,Fog,1.025,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-22,808,71.03217821782178,68.0,8.793873762376238,4.6058168316831685,11.727722772277227,None,False,Jam,Fog,0.813,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-23,946,71.81923890063425,69.0,8.689217758985201,4.63615221987315,11.643763213530656,None,False,Jam,Fog,0.952,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-24,899,71.1301446051168,69.0,8.616607341490544,4.620244716351502,11.567296996662959,None,False,Jam,Sandstorms,0.904,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-02-25,878,69.96697038724373,68.0,8.66244874715262,4.640432801822324,11.666287015945331,None,False,Jam,Fog,0.883,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-26,887,73.12626832018039,71.0,9.253111612175873,4.625479143179256,11.7576099210823,None,False,Jam,Fog,0.8920000000000001,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-27,1025,74.8839024390244,73.0,8.971551219512195,4.613853658536585,11.815609756097562,None,False,Jam,Cloudy,1.031,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-02-28,904,73.15154867256638,72.0,8.983772123893806,4.617920353982301,11.892699115044248,None,False,Jam,Sandstorms,0.909,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-02-29,987,73.43363728470112,71.0,9.091975683890578,4.627152988855117,11.962512664640323,None,False,Jam,Fog,0.993,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-01,876,70.18150684931507,68.0,8.662682648401827,4.611415525114155,11.695205479452055,None,False,Low,Fog,0.881,,,,,,,,,,,,,,,Good,,,,,,4.0,Medium,Operations performing within expected range
2024-03-02,948,72.9789029535865,70.0,8.995580168776371,4.6265822784810124,11.516877637130802,None,False,Jam,Sandstorms,0.954,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-03-03,977,73.24769703172979,71.0,8.899580348004093,4.621187308085977,11.697031729785056,None,False,Jam,Windy,0.983,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-03-04,990,72.56666666666666,70.0,8.98690909090909,4.62,11.71010101010101,None,False,Jam,Stormy,0.996,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-05,1009,73.49950445986124,71.0,8.857076313181368,4.6247770069375616,11.612487611496531,None,False,Jam,Fog,1.015,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-06,1077,74.79480037140205,73.0,8.589173630454969,4.6218198700092845,11.823584029712164,None,False,Jam,Fog,1.084,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-07,929,71.43810548977395,69.0,8.57270182992465,4.629386437029063,12.06135629709365,None,False,Jam,Stormy,0.935,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-08,975,73.89538461538461,72.0,9.106974358974359,4.628923076923077,11.551794871794872,None,False,Jam,Fog,0.981,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-09,1042,74.10364683301344,71.0,8.832907869481765,4.632821497120921,11.768714011516314,None,False,Jam,Fog,1.048,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-10,950,72.63578947368421,70.0,8.94337894736842,4.618842105263157,11.804210526315789,None,False,Jam,Fog,0.956,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-11,849,70.88574793875148,69.0,9.076843345111897,4.634628975265018,11.566548881036514,None,False,Jam,Fog,0.8539999999999999,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-12,869,72.52243958573072,70.0,8.79680092059839,4.619907940161104,11.608745684695052,None,False,Jam,Stormy,0.874,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-13,940,72.00744680851064,69.0,8.59923404255319,4.6268085106382975,11.591489361702127,None,False,Jam,Cloudy,0.9460000000000001,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-14,993,74.35347432024169,72.0,8.91963746223565,4.631218529707956,11.910372608257804,None,False,Jam,Fog,0.999,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-15,1025,74.45463414634146,72.0,9.055639024390244,4.622048780487805,11.748292682926829,None,False,Jam,Sandstorms,1.031,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-03-16,1029,74.5597667638484,72.0,8.88128279883382,4.613896987366375,11.649173955296405,None,False,Jam,Fog,1.035,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-17,933,72.02036441586282,69.0,8.771779206859593,4.62357984994641,11.629153269024652,None,False,Jam,Fog,0.939,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-18,959,72.95516162669448,70.0,9.178102189781022,4.614702815432742,11.667361835245046,None,False,Jam,Stormy,0.965,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-19,1004,73.71812749003983,72.0,8.62683266932271,4.610856573705179,11.665338645418327,None,False,Jam,Fog,1.01,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-20,1108,77.45487364620939,75.0,9.448483754512635,4.6228339350180505,11.67057761732852,Holi,False,Jam,Stormy,1.115,,,,,,,,,,,,,,,Good,,,,,,8.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Holi demand
2024-03-21,1110,75.87837837837837,74.0,8.952567567567568,4.625495495495496,11.889189189189189,Holi,False,Jam,Stormy,1.117,,,,,,,,,,,,,,,Good,,,,,,8.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Holi demand
2024-03-22,1076,75.23420074349443,74.0,8.752444237918215,4.621933085501858,11.817843866171003,Holi,False,Jam,Windy,1.082,,,,,,,,,,,,,,,Good,,,,,,7.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Holi demand
2024-03-23,1062,74.25141242937853,72.0,8.668145009416195,4.624105461393597,11.627118644067796,Holi,False,Jam,Fog,1.068,,,,,,,,,,,,,,,Good,,,,,,7.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Holi demand
2024-03-24,1049,74.6415633937083,72.0,9.145471877979029,4.616110581506197,11.574833174451859,Holi,False,Low,Sunny,1.055,,,,,,,,,,,,,,,Good,,,,,,4.0,Medium,Increase staffing for Holi demand
2024-03-25,960,73.04375,71.0,9.0690625,4.613125,11.645833333333334,Holi,False,Low,Fog,0.966,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase staffing for Holi demand
2024-03-26,1114,77.4245960502693,75.0,9.22831238779174,4.618850987432674,12.025134649910234,Holi,False,Jam,Sandstorms,1.121,,,,,,,,,,,,,,,Good,,,,,,7.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Holi demand
2024-03-27,977,73.64790174002047,71.0,9.225690890481065,4.6122824974411465,11.703172978505629,None,False,Jam,Stormy,0.983,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-28,958,72.4384133611691,71.0,8.777693110647183,4.626722338204592,11.760960334029228,None,False,Jam,Windy,0.964,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-03-29,1054,75.18216318785579,73.0,9.005170777988615,4.626091081593928,12.060721062618596,None,False,Jam,Sandstorms,1.06,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-30,1012,73.18280632411067,70.5,8.80284584980237,4.609881422924901,11.709486166007904,None,False,Jam,Stormy,1.018,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-03-31,1019,74.17271835132483,72.0,8.91124631992149,4.614622178606477,11.867517173699705,None,False,Jam,Windy,1.025,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-01,950,73.61473684210526,72.0,9.067263157894736,4.620315789473684,11.953684210526315,None,False,Jam,Windy,0.956,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-02,935,72.65454545454546,70.0,8.827080213903743,4.615935828877005,12.014973262032086,None,False,Jam,Sunny,0.941,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-03,1019,73.25809617271835,71.0,8.633945044160942,4.612855740922473,11.681059862610402,None,False,Jam,Stormy,1.025,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-04,837,70.41816009557945,68.0,9.033715651135006,4.626284348864994,11.524492234169653,None,False,Low,Windy,0.842,,,,,,,,,,,,,,,Good,,,,,,3.0,Low,Operations performing within expected range
2024-04-05,908,72.82709251101322,70.0,9.206828193832598,4.626431718061674,11.890969162995594,None,False,Jam,Sandstorms,0.913,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-06,883,71.67610419026047,69.0,9.02228765571914,4.62797281993205,11.618346545866364,None,False,Jam,Fog,0.888,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-07,900,71.06555555555556,69.0,8.860244444444445,4.614888888888888,11.858888888888888,None,False,Jam,Sunny,0.905,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-08,1088,76.81617647058823,74.5,9.072261029411765,4.635661764705882,11.714154411764707,Eid,False,Jam,Cloudy,1.095,,,,,,,,,,,,,,,Good,,,,,,8.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Eid demand
2024-04-09,988,71.48178137651821,69.0,8.535151821862348,4.622267206477733,11.581983805668017,Eid,False,Low,Fog,0.994,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase staffing for Eid demand
2024-04-10,1096,76.43613138686132,75.0,9.261806569343067,4.6180656934306565,11.791970802919709,Eid,False,Jam,Sunny,1.103,,,,,,,,,,,,,,,Good,,,,,,7.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Eid demand
2024-04-11,1176,77.64455782312925,75.0,8.774897959183674,4.610884353741496,11.98469387755102,Eid,False,Jam,Windy,1.183,,,,,,,,,,,,,,,Good,,,,,,7.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Eid demand
2024-04-12,1098,77.28779599271402,75.0,8.876894353369764,4.6175774134790535,12.048269581056466,Eid,False,Jam,Fog,1.105,,,,,,,,,,,,,,,Good,,,,,,8.0,High,Increase route optimization and dispatch monitoring | Increase staffing for Eid demand
2024-04-13,1046,74.67017208413002,72.0,8.976261950286807,4.621414913957935,11.635755258126196,None,False,Jam,Fog,1.052,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-14,906,71.76379690949227,69.0,9.163940397350995,4.620309050772627,11.844370860927153,None,False,Jam,Sandstorms,0.911,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-15,943,72.76882290562035,70.0,8.894485683987275,4.622057264050902,11.85896076352068,None,False,Jam,Sunny,0.949,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-16,895,72.18324022346368,70.0,9.102368715083799,4.617430167597766,11.680446927374302,None,False,Jam,Cloudy,0.9,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-17,1000,74.359,71.0,8.86979,4.618399999999999,11.809,None,False,Jam,Cloudy,1.006,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-18,1034,74.75338491295938,72.0,9.03985493230174,4.607543520309478,11.784332688588007,None,False,Jam,Cloudy,1.04,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-19,886,70.63769751693002,69.0,8.826139954853273,4.617720090293454,11.642212189616252,None,False,Jam,Fog,0.891,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-20,1023,74.0733137829912,72.0,8.905327468230693,4.614369501466276,11.5386119257087,None,False,Jam,Stormy,1.029,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-21,997,72.53761283851554,70.0,8.688304914744233,4.622266800401203,11.670010030090271,None,False,Jam,Cloudy,1.003,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-22,914,73.30306345733041,72.0,9.397997811816193,4.62308533916849,11.75601750547046,None,False,Jam,Stormy,0.92,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-23,858,71.25990675990676,69.0,8.946620046620046,4.631585081585082,12.064102564102564,None,False,Jam,Stormy,0.863,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-24,1034,74.81528046421663,71.0,9.17747582205029,4.621856866537717,11.56769825918762,None,False,Jam,Cloudy,1.04,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-25,929,72.55866523143165,70.0,8.713218514531755,4.627879440258343,11.835306781485468,None,False,Jam,Fog,0.935,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-26,1047,74.18815663801337,73.0,8.651041069723018,4.626552053486151,11.904489016236868,None,False,Jam,Stormy,1.053,,,,,,,,,,,,,,,Good,,,,,,6.0,Medium,Increase route optimization and dispatch monitoring
2024-04-27,992,73.05947580645162,71.0,8.762449596774195,4.629334677419355,11.732862903225806,None,False,Jam,Sandstorms,0.998,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-28,1105,76.02262443438914,74.0,8.913819004524887,4.620633484162896,11.852488687782806,None,False,Jam,Fog,1.112,,,,,,,,,,,,,,,Good,,,,,,7.0,High,Increase route optimization and dispatch monitoring
2024-04-29,942,72.24946921443737,71.0,8.788715498938428,4.629617834394905,11.96284501061571,None,False,Jam,Sunny,0.948,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
2024-04-30,891,71.75533108866442,70.0,9.063164983164983,4.638383838383839,11.453423120089786,None,False,Jam,Sunny,0.896,,,,,,,,,,,,,,,Good,,,,,,5.0,Medium,Increase route optimization and dispatch monitoring
